filename,label,label_id
converted_npy_03000_03459_lr.npy,NORM,5
converted_npy_00000_00774_lr.npy,NORM,5
converted_npy_09000_09501_lr.npy,NORM,5
converted_npy_08000_08306_lr.npy,NORM,5
converted_npy_07000_07570_lr.npy,NORM,5
converted_npy_04000_04372_lr.npy,NORM,5
converted_npy_03000_03146_lr.npy,NORM,5
converted_npy_20000_20045_lr.npy,NORM,5
converted_npy_02000_02673_lr.npy,NORM,5
converted_npy_15000_15014_lr.npy,NORM,5
converted_npy_00000_00981_lr.npy,NORM,5
converted_npy_00000_00917_lr.npy,NORM,5
converted_npy_02000_02884_lr.npy,NORM,5
converted_npy_07000_07381_lr.npy,NORM,5
converted_npy_07000_07920_lr.npy,NORM,5
converted_npy_18000_18322_lr.npy,NORM,5
converted_npy_00000_00813_lr.npy,NORM,5
converted_npy_20000_20831_lr.npy,NORM,5
converted_npy_06000_06574_lr.npy,NORM,5
converted_npy_20000_20027_lr.npy,NORM,5
converted_npy_14000_14916_lr.npy,NORM,5
converted_npy_07000_07449_lr.npy,NORM,5
converted_npy_16000_16109_lr.npy,NORM,5
converted_npy_09000_09645_lr.npy,NORM,5
converted_npy_00000_00156_lr.npy,NORM,5
converted_npy_05000_05215_lr.npy,NORM,5
converted_npy_15000_15049_lr.npy,NORM,5
converted_npy_11000_11987_lr.npy,NORM,5
converted_npy_09000_09632_lr.npy,NORM,5
converted_npy_05000_05010_lr.npy,NORM,5
converted_npy_07000_07236_lr.npy,NORM,5
converted_npy_11000_11843_lr.npy,NORM,5
converted_npy_03000_03137_lr.npy,NORM,5
converted_npy_02000_02853_lr.npy,NORM,5
converted_npy_13000_13536_lr.npy,NORM,5
converted_npy_02000_02969_lr.npy,NORM,5
converted_npy_12000_12677_lr.npy,NORM,5
converted_npy_12000_12111_lr.npy,NORM,5
converted_npy_09000_09103_lr.npy,NORM,5
converted_npy_01000_01329_lr.npy,NORM,5
converted_npy_16000_16494_lr.npy,NORM,5
converted_npy_19000_19670_lr.npy,NORM,5
converted_npy_03000_03881_lr.npy,NORM,5
converted_npy_13000_13491_lr.npy,NORM,5
converted_npy_02000_02420_lr.npy,NORM,5
converted_npy_20000_20331_lr.npy,NORM,5
converted_npy_10000_10156_lr.npy,NORM,5
converted_npy_12000_12765_lr.npy,NORM,5
converted_npy_21000_21695_lr.npy,NORM,5
converted_npy_06000_06336_lr.npy,NORM,5
converted_npy_02000_02166_lr.npy,NORM,5
converted_npy_01000_01390_lr.npy,NORM,5
converted_npy_07000_07733_lr.npy,NORM,5
converted_npy_10000_10014_lr.npy,NORM,5
converted_npy_02000_02444_lr.npy,NORM,5
converted_npy_07000_07923_lr.npy,NORM,5
converted_npy_03000_03095_lr.npy,NORM,5
converted_npy_13000_13541_lr.npy,NORM,5
converted_npy_09000_09636_lr.npy,NORM,5
converted_npy_16000_16269_lr.npy,NORM,5
converted_npy_12000_12918_lr.npy,NORM,5
converted_npy_05000_05332_lr.npy,NORM,5
converted_npy_13000_13128_lr.npy,NORM,5
converted_npy_12000_12522_lr.npy,NORM,5
converted_npy_06000_06983_lr.npy,NORM,5
converted_npy_09000_09208_lr.npy,NORM,5
converted_npy_02000_02216_lr.npy,NORM,5
converted_npy_05000_05617_lr.npy,NORM,5
converted_npy_19000_19546_lr.npy,NORM,5
converted_npy_08000_08303_lr.npy,NORM,5
converted_npy_05000_05377_lr.npy,NORM,5
converted_npy_16000_16612_lr.npy,NORM,5
converted_npy_13000_13513_lr.npy,NORM,5
converted_npy_09000_09325_lr.npy,NORM,5
converted_npy_20000_20593_lr.npy,NORM,5
converted_npy_07000_07416_lr.npy,NORM,5
converted_npy_11000_11368_lr.npy,NORM,5
converted_npy_01000_01720_lr.npy,NORM,5
converted_npy_07000_07773_lr.npy,NORM,5
converted_npy_00000_00992_lr.npy,NORM,5
converted_npy_10000_10989_lr.npy,NORM,5
converted_npy_14000_14210_lr.npy,NORM,5
converted_npy_09000_09245_lr.npy,NORM,5
converted_npy_02000_02058_lr.npy,NORM,5
converted_npy_07000_07053_lr.npy,NORM,5
converted_npy_21000_21167_lr.npy,NORM,5
converted_npy_10000_10964_lr.npy,NORM,5
converted_npy_07000_07106_lr.npy,NORM,5
converted_npy_18000_18072_lr.npy,NORM,5
converted_npy_14000_14052_lr.npy,NORM,5
converted_npy_16000_16469_lr.npy,NORM,5
converted_npy_04000_04498_lr.npy,NORM,5
converted_npy_09000_09120_lr.npy,NORM,5
converted_npy_04000_04374_lr.npy,NORM,5
converted_npy_08000_08388_lr.npy,NORM,5
converted_npy_20000_20836_lr.npy,NORM,5
converted_npy_19000_19782_lr.npy,NORM,5
converted_npy_09000_09043_lr.npy,NORM,5
converted_npy_15000_15342_lr.npy,NORM,5
converted_npy_14000_14156_lr.npy,NORM,5
converted_npy_12000_12778_lr.npy,NORM,5
converted_npy_07000_07401_lr.npy,NORM,5
converted_npy_04000_04325_lr.npy,NORM,5
converted_npy_18000_18501_lr.npy,NORM,5
converted_npy_17000_17864_lr.npy,NORM,5
converted_npy_02000_02801_lr.npy,NORM,5
converted_npy_01000_01438_lr.npy,NORM,5
converted_npy_03000_03394_lr.npy,NORM,5
converted_npy_04000_04898_lr.npy,NORM,5
converted_npy_05000_05227_lr.npy,NORM,5
converted_npy_15000_15021_lr.npy,NORM,5
converted_npy_01000_01974_lr.npy,NORM,5
converted_npy_13000_13701_lr.npy,NORM,5
converted_npy_13000_13594_lr.npy,NORM,5
converted_npy_16000_16864_lr.npy,NORM,5
converted_npy_19000_19313_lr.npy,NORM,5
converted_npy_08000_08560_lr.npy,NORM,5
converted_npy_20000_20405_lr.npy,NORM,5
converted_npy_00000_00304_lr.npy,NORM,5
converted_npy_03000_03571_lr.npy,NORM,5
converted_npy_19000_19699_lr.npy,NORM,5
converted_npy_09000_09201_lr.npy,NORM,5
converted_npy_11000_11986_lr.npy,NORM,5
